Duelist,Grade,Card,Weight
"Labyrinth Mage","S/A TEC","Dark King of the Abyss",13
"Labyrinth Mage","S/A TEC","Big Eye",13
"Labyrinth Mage","S/A TEC","Armaill",13
"Labyrinth Mage","S/A TEC","Monsturtle",13
"Labyrinth Mage","S/A TEC","Dark Shade",13
"Labyrinth Mage","S/A TEC","LALA Li-oon",13
"Labyrinth Mage","S/A TEC","Turtle Tiger",13
"Labyrinth Mage","S/A TEC","Arma Knight",28
"Labyrinth Mage","S/A TEC","Penguin Knight",13
"Labyrinth Mage","S/A TEC","Frenzied Panda",13
"Labyrinth Mage","S/A TEC","Phantom Ghost",13
"Labyrinth Mage","S/A TEC","Dorover",13
"Labyrinth Mage","S/A TEC","Twin Long Rods #1",13
"Labyrinth Mage","S/A TEC","Kaminarikozou",13
"Labyrinth Mage","S/A TEC","Flame Ghost",13
"Labyrinth Mage","S/A TEC","Solitude",13
"Labyrinth Mage","S/A TEC","Masked Sorcerer",13
"Labyrinth Mage","S/A TEC","Kumootoko",13
"Labyrinth Mage","S/A TEC","Fiend Sword",13
"Labyrinth Mage","S/A TEC","Hitodenchak",13
"Labyrinth Mage","S/A TEC","Wood Remains",13
"Labyrinth Mage","S/A TEC","Wood Clown",13
"Labyrinth Mage","S/A TEC","Dark Titan of Terror",13
"Labyrinth Mage","S/A TEC","Guardian of the Labyrinth",13
"Labyrinth Mage","S/A TEC","Haniwa",13
"Labyrinth Mage","S/A TEC","Water Element",13
"Labyrinth Mage","S/A TEC","Dissolverock",13
"Labyrinth Mage","S/A TEC","One Who Hunts Souls",13
"Labyrinth Mage","S/A TEC","Master & Expert",13
"Labyrinth Mage","S/A TEC","Hyo",13
"Labyrinth Mage","S/A TEC","Enchanting Mermaid",13
"Labyrinth Mage","S/A TEC","Dimensional Warrior",13
"Labyrinth Mage","S/A TEC","Stone Armadiller",28
"Labyrinth Mage","S/A TEC","Beastking of the Swamps",28
"Labyrinth Mage","S/A TEC","Ancient Sorcerer",13
"Labyrinth Mage","S/A TEC","The Little Swordsman of Aile",13
"Labyrinth Mage","S/A TEC","Rock Ogre Grotto #2",28
"Labyrinth Mage","S/A TEC","The Furious Sea King",13
"Labyrinth Mage","S/A TEC","Versago the Destroyer",13
"Labyrinth Mage","S/A TEC","Wetha",13
"Labyrinth Mage","S/A TEC","Mavelus",13
"Labyrinth Mage","S/A TEC","Ancient Tree of Enlightenment",13
"Labyrinth Mage","S/A TEC","Green Phantom King",13
"Labyrinth Mage","S/A TEC","Ray & Temperature",13
"Labyrinth Mage","S/A TEC","Protector of the Throne",13
"Labyrinth Mage","S/A TEC","Moon Envoy",13
"Labyrinth Mage","S/A TEC","Fireyarou",13
"Labyrinth Mage","S/A TEC","Psychic Kappa",13
"Labyrinth Mage","S/A TEC","Masaki the Legendary Swordsman",13
"Labyrinth Mage","S/A TEC","Dragoness the Wicked Knight",13
"Labyrinth Mage","S/A TEC","One-eyed Shield Dragon",13
"Labyrinth Mage","S/A TEC","Axe of Despair",24
"Labyrinth Mage","S/A TEC","Laser Cannon Armor",24
"Labyrinth Mage","S/A TEC","Electro-whip",12
"Labyrinth Mage","S/A TEC","Mystical Moon",12
"Labyrinth Mage","S/A TEC","Malevolent Nuzzler",24
"Labyrinth Mage","S/A TEC","Raise Body Heat",24
"Labyrinth Mage","S/A TEC","Yami",36
"Labyrinth Mage","S/A TEC","Mooyan Curry",12
"Labyrinth Mage","S/A TEC","Red Medicine",12
"Labyrinth Mage","S/A TEC","Goblin's Secret Remedy",12
"Labyrinth Mage","S/A TEC","Final Flame",12
"Labyrinth Mage","S/A TEC","Shadow Ghoul",28
"Labyrinth Mage","S/A TEC","Yaiba Robo",13
"Labyrinth Mage","S/A TEC","Shovel Crusher",13
"Labyrinth Mage","S/A TEC","Waterdragon Fairy",13
"Labyrinth Mage","S/A TEC","Aqua Snake",13
"Labyrinth Mage","S/A TEC","Kanikabuto",13
"Labyrinth Mage","S/A TEC","Zarigun",13
"Labyrinth Mage","S/A TEC","Tripwire Beast",13
"Labyrinth Mage","S/A TEC","Bolt Escargot",13
"Labyrinth Mage","S/A TEC","Bolt Penguin",13
"Labyrinth Mage","S/A TEC","The Immortal of Thunder",12
"Labyrinth Mage","S/A TEC","Electric Snake",12
"Labyrinth Mage","S/A TEC","Wilmee",12
"Labyrinth Mage","S/A TEC","Turtle Raccoon",12
"Labyrinth Mage","S/A TEC","Brave Scizzar",12
"Labyrinth Mage","S/A TEC","Star Boy",12
"Labyrinth Mage","S/A TEC","Frog The Jam",12
"Labyrinth Mage","S/A TEC","Winged Dragon #2",12
"Labyrinth Mage","S/A TEC","The Wandering Doomed",12
"Labyrinth Mage","S/A TEC","Darkworld Thorns",12
"Labyrinth Mage","S/A TEC","Giant Scorpion of the Tundra",12
"Labyrinth Mage","S/A TEC","Binding Chain",12
"Labyrinth Mage","S/A TEC","Morphing Jar",12
"Labyrinth Mage","S/A TEC","Tenderness",12
"Labyrinth Mage","S/A TEC","Penguin Soldier",12
"Labyrinth Mage","S/A TEC","Liquid Beast",12
"Labyrinth Mage","S/A TEC","Twin Long Rods #2",12
"Labyrinth Mage","S/A TEC","Shining Friendship",12
"Labyrinth Mage","S/A TEC","Snakeyashi",12
"Labyrinth Mage","S/A TEC","Armored Rat",12
"Labyrinth Mage","S/A TEC","Mystical Sheep #1",13
"Labyrinth Mage","S/A TEC","Disk Magician",13
"Labyrinth Mage","S/A TEC","Magical Labyrinth",24
"Labyrinth Mage","S/A TEC","Cursebreaker",24
"Labyrinth Mage","S/A TEC","Bear Trap",24
"Labyrinth Mage","S/A TEC","Invisible Wire",24
"Labyrinth Mage","S/A TEC","Goblin Fan",24
"Labyrinth Mage","S/A TEC","Bad Reaction to Simochi",24
"Seto 2","S/A TEC","Mystical Elf",32
"Seto 2","S/A TEC","Feral Imp",32
"Seto 2","S/A TEC","Blackland Fire Dragon",32
"Seto 2","S/A TEC","Swamp Battleguard",12
"Seto 2","S/A TEC","Flame Swordsman",12
"Seto 2","S/A TEC","Exodia the Forbidden",4
"Seto 2","S/A TEC","Horn Imp",32
"Seto 2","S/A TEC","Beaver Warrior",32
"Seto 2","S/A TEC","Zombie Warrior",32
"Seto 2","S/A TEC","Koumori Dragon",32
"Seto 2","S/A TEC","Judge Man",12
"Seto 2","S/A TEC","Celtic Guardian",48
"Seto 2","S/A TEC","Karbonala Warrior",12
"Seto 2","S/A TEC","Griffore",32
"Seto 2","S/A TEC","Torike",32
"Seto 2","S/A TEC","Sangan",32
"Seto 2","S/A TEC","Mammoth Graveyard",32
"Seto 2","S/A TEC","Silver Fang",32
"Seto 2","S/A TEC","Giant Soldier of Stone",32
"Seto 2","S/A TEC","Axe Raider",12
"Seto 2","S/A TEC","Catapult Turtle",32
"Seto 2","S/A TEC","Zanki",12
"Seto 2","S/A TEC","Battle Warrior",12
"Seto 2","S/A TEC","Kageningen",12
"Seto 2","S/A TEC","Hero of the East",12
"Seto 2","S/A TEC","Supporter in the Shadows",12
"Seto 2","S/A TEC","Dream Clown",12
"Seto 2","S/A TEC","Ansatsu",12
"Seto 2","S/A TEC","Dragon Statue",12
"Seto 2","S/A TEC","Monster Egg",12
"Seto 2","S/A TEC","Hard Armor",12
"Seto 2","S/A TEC","M-warrior #1",12
"Seto 2","S/A TEC","M-warrior #2",12
"Seto 2","S/A TEC","Mysterious Puppeteer",12
"Seto 2","S/A TEC","Armaill",12
"Seto 2","S/A TEC","Masked Clown",12
"Seto 2","S/A TEC","Eyearmor",12
"Seto 2","S/A TEC","Doron",12
"Seto 2","S/A TEC","Kagemusha of the Blue Flame",12
"Seto 2","S/A TEC","Trap Master",12
"Seto 2","S/A TEC","Fiend Sword",12
"Seto 2","S/A TEC","Skull Stalker",12
"Seto 2","S/A TEC","Wood Clown",12
"Seto 2","S/A TEC","Guardian of the Labyrinth",12
"Seto 2","S/A TEC","Vishwar Randi",12
"Seto 2","S/A TEC","Hyo",12
"Seto 2","S/A TEC","Dimensional Warrior",12
"Seto 2","S/A TEC","The Little Swordsman of Aile",12
"Seto 2","S/A TEC","Princess of Tsurugi",12
"Seto 2","S/A TEC","Unknown Warrior of Fiend",12
"Seto 2","S/A TEC","Protector of the Throne",12
"Seto 2","S/A TEC","Moon Envoy",12
"Seto 2","S/A TEC","Masaki the Legendary Swordsman",12
"Seto 2","S/A TEC","Dragoness the Wicked Knight",12
"Seto 2","S/A TEC","Sword of Dark Destruction",24
"Seto 2","S/A TEC","Beast Fangs",24
"Seto 2","S/A TEC","Vile Germs",24
"Seto 2","S/A TEC","Horn of the Unicorn",24
"Seto 2","S/A TEC","Dragon Treasure",24
"Seto 2","S/A TEC","Invigoration",24
"Seto 2","S/A TEC","Power of Kaishin",24
"Seto 2","S/A TEC","Dark Hole",24
"Seto 2","S/A TEC","Raigeki",24
"Seto 2","S/A TEC","Sparks",24
"Seto 2","S/A TEC","Hinotama",24
"Seto 2","S/A TEC","Final Flame",24
"Seto 2","S/A TEC","Spellbinding Circle",48
"Seto 2","S/A TEC","Monster Tamer",12
"Seto 2","S/A TEC","Guardian of the Sea",40
"Seto 2","S/A TEC","Giant Red Seasnake",24
"Seto 2","S/A TEC","Sea Kamen",40
"Seto 2","S/A TEC","Maha Vailo",24
"Seto 2","S/A TEC","Musician King",10
"Seto 2","S/A TEC","Crazy Fish",24
"Seto 2","S/A TEC","The Statue of Easter Island",24
"Seto 2","S/A TEC","Wow Warrior",40
"Seto 2","S/A TEC","Oscillo Hero",40
"Seto 2","S/A TEC","Lesser Dragon",40
"Seto 2","S/A TEC","Man-eating Black Shark",10
"Seto 2","S/A TEC","Weather Report",24
"Seto 2","S/A TEC","Ill Witch",10
"Seto 2","S/A TEC","High Tide Gyojin",10
"Seto 2","S/A TEC","Warrior Elimination",24
"Seto 2","S/A TEC","Eternal Rest",48
"Seto 2","S/A TEC","Crush Card",24
"Seto 2","S/A TEC","Curse of Millennium Shield",24
"Seto 2","S/A TEC","Yamadron Ritual",24
"Seto 2","S/A TEC","Bright Castle",24
"Seto 2","S/A TEC","Harpie's Feather Duster",24
"Seto 2","S/A TEC","Novox's Prayer",24
"Seto 2","S/A TEC","Eatgaboon",24
"Seto 2","S/A TEC","Bear Trap",24
"Seto 2","S/A TEC","Invisible Wire",24
"Seto 2","S/A TEC","Acid Trap Hole",24
"Seto 2","S/A TEC","Widespread Ruin",24
"Seto 2","S/A TEC","Goblin Fan",24
"Seto 2","S/A TEC","Bad Reaction to Simochi",24
"Guardian Sebek","S/A TEC","Mystical Elf",24
"Guardian Sebek","S/A TEC","Battle Steer",24
"Guardian Sebek","S/A TEC","Right Arm of the Forbidden One",4
"Guardian Sebek","S/A TEC","Zombie Warrior",24
"Guardian Sebek","S/A TEC","Two-headed King Rex",24
"Guardian Sebek","S/A TEC","The Snake Hair",70
"Guardian Sebek","S/A TEC","Axe Raider",24
"Guardian Sebek","S/A TEC","Crawling Dragon #2",24
"Guardian Sebek","S/A TEC","Castle of Dark Illusions",24
"Guardian Sebek","S/A TEC","Barox",24
"Guardian Sebek","S/A TEC","Dark Chimera",24
"Guardian Sebek","S/A TEC","Catapult Turtle",24
"Guardian Sebek","S/A TEC","Mystic Horseman",24
"Guardian Sebek","S/A TEC","Zanki",70
"Guardian Sebek","S/A TEC","Crass Clown",46
"Guardian Sebek","S/A TEC","Dragon Zombie",70
"Guardian Sebek","S/A TEC","Spirit of the Winds",24
"Guardian Sebek","S/A TEC","Graveyard and the Hand of Invitation",24
"Guardian Sebek","S/A TEC","Ancient Tool",46
"Guardian Sebek","S/A TEC","Ansatsu",24
"Guardian Sebek","S/A TEC","Octoberser",24
"Guardian Sebek","S/A TEC","The 13th Grave",24
"Guardian Sebek","S/A TEC","Blue-eyed Silver Zombie",24
"Guardian Sebek","S/A TEC","Akihiron",24
"Guardian Sebek","S/A TEC","Spirit of the Harp",24
"Guardian Sebek","S/A TEC","Mabarrel",24
"Guardian Sebek","S/A TEC","Aqua Madoor",24
"Guardian Sebek","S/A TEC","Flame Ghost",24
"Guardian Sebek","S/A TEC","Wood Remains",24
"Guardian Sebek","S/A TEC","Holograh",24
"Guardian Sebek","S/A TEC","Gatekeeper",24
"Guardian Sebek","S/A TEC","Mystical Moon",40
"Guardian Sebek","S/A TEC","Stop Defense",40
"Guardian Sebek","S/A TEC","Violet Crystal",20
"Guardian Sebek","S/A TEC","Machine Conversion Factory",20
"Guardian Sebek","S/A TEC","Wasteland",40
"Guardian Sebek","S/A TEC","Yami",40
"Guardian Sebek","S/A TEC","Tremendous Fire",40
"Guardian Sebek","S/A TEC","Labyrinth Wall",24
"Guardian Sebek","S/A TEC","Shadow Ghoul",46
"Guardian Sebek","S/A TEC","La Jinn the Mystical Genie",24
"Guardian Sebek","S/A TEC","Saber Slasher",46
"Guardian Sebek","S/A TEC","Yaiba Robo",24
"Guardian Sebek","S/A TEC","Giga-tech Wolf",24
"Guardian Sebek","S/A TEC","Cyber Soldier",46
"Guardian Sebek","S/A TEC","Shovel Crusher",24
"Guardian Sebek","S/A TEC","Mechanicalchacer",24
"Guardian Sebek","S/A TEC","Blocker",24
"Guardian Sebek","S/A TEC","Blast Juggler",24
"Guardian Sebek","S/A TEC","Dice Armadillo",24
"Guardian Sebek","S/A TEC","Thunder Dragon",24
"Guardian Sebek","S/A TEC","Mech Bass",24
"Guardian Sebek","S/A TEC","Bolt Escargot",24
"Guardian Sebek","S/A TEC","The Immortal of Thunder",24
"Guardian Sebek","S/A TEC","Queen Bird",24
"Guardian Sebek","S/A TEC","Peacock",24
"Guardian Sebek","S/A TEC","Cyber Saurus",46
"Guardian Sebek","S/A TEC","Cannon Soldier",24
"Guardian Sebek","S/A TEC","Guardian of the Throne Room",24
"Guardian Sebek","S/A TEC","Brave Scizzar",24
"Guardian Sebek","S/A TEC","Steel Ogre Grotto #1",4
"Guardian Sebek","S/A TEC","Mechanical Snail",24
"Guardian Sebek","S/A TEC","Winged Egg of New Life",24
"Guardian Sebek","S/A TEC","Blue-winged Crown",24
"Guardian Sebek","S/A TEC","Disk Magician",24
"Guardian Sebek","S/A TEC","Machine Attacker",46
"Guardian Sebek","S/A TEC","Metalmorph",40
"Guardian Sebek","S/A TEC","Stain Storm",40
"Guardian Sebek","S/A TEC","Invisible Wire",20
"Guardian Sebek","S/A TEC","Acid Trap Hole",20
"Guardian Sebek","S/A TEC","Bad Reaction to Simochi",20
"Guardian Neku","S/A TEC","Feral Imp",42
"Guardian Neku","S/A TEC","Tyhone",21
"Guardian Neku","S/A TEC","Left Arm of the Forbidden One",4
"Guardian Neku","S/A TEC","Horn Imp",21
"Guardian Neku","S/A TEC","Battle Ox",21
"Guardian Neku","S/A TEC","Beaver Warrior",21
"Guardian Neku","S/A TEC","Koumori Dragon",21
"Guardian Neku","S/A TEC","Two-headed King Rex",21
"Guardian Neku","S/A TEC","The Snake Hair",21
"Guardian Neku","S/A TEC","Celtic Guardian",21
"Guardian Neku","S/A TEC","Karbonala Warrior",21
"Guardian Neku","S/A TEC","Rogue Doll",21
"Guardian Neku","S/A TEC","Griffore",21
"Guardian Neku","S/A TEC","Sangan",21
"Guardian Neku","S/A TEC","Big Insect",21
"Guardian Neku","S/A TEC","Gokibore",21
"Guardian Neku","S/A TEC","Giant Flea",21
"Guardian Neku","S/A TEC","Fiend Kraken",21
"Guardian Neku","S/A TEC","Jellyfish",21
"Guardian Neku","S/A TEC","Grappler",21
"Guardian Neku","S/A TEC","Crawling Dragon #2",21
"Guardian Neku","S/A TEC","Castle of Dark Illusions",67
"Guardian Neku","S/A TEC","Reaper of the Cards",67
"Guardian Neku","S/A TEC","Barox",67
"Guardian Neku","S/A TEC","Dark Chimera",67
"Guardian Neku","S/A TEC","Metal Guardian",67
"Guardian Neku","S/A TEC","Crass Clown",43
"Guardian Neku","S/A TEC","Job-Change Mirror",21
"Guardian Neku","S/A TEC","Kamion Wizard",21
"Guardian Neku","S/A TEC","Trial of Nightmares",21
"Guardian Neku","S/A TEC","Sleeping Lion",21
"Guardian Neku","S/A TEC","Faith Bird",21
"Guardian Neku","S/A TEC","Witty Phantom",42
"Guardian Neku","S/A TEC","Lord of the Lamp",42
"Guardian Neku","S/A TEC","Tainted Wisdom",20
"Guardian Neku","S/A TEC","Lord of Zemia",20
"Guardian Neku","S/A TEC","Mysterious Puppeteer",20
"Guardian Neku","S/A TEC","Darkfire Dragon",20
"Guardian Neku","S/A TEC","Dark King of the Abyss",20
"Guardian Neku","S/A TEC","Spirit of the Harp",20
"Guardian Neku","S/A TEC","Big Eye",20
"Guardian Neku","S/A TEC","Dark Prisoner",20
"Guardian Neku","S/A TEC","Ancient Brain",20
"Guardian Neku","S/A TEC","Claw Reacher",20
"Guardian Neku","S/A TEC","Dark Shade",20
"Guardian Neku","S/A TEC","Fiend Refrection #2",20
"Guardian Neku","S/A TEC","Turtle Tiger",20
"Guardian Neku","S/A TEC","Terra the Terrible",42
"Guardian Neku","S/A TEC","Mabarrel",20
"Guardian Neku","S/A TEC","Rare Fish",20
"Guardian Neku","S/A TEC","Dark Titan of Terror",42
"Guardian Neku","S/A TEC","Prevent Rat",20
"Guardian Neku","S/A TEC","Versago the Destroyer",20
"Guardian Neku","S/A TEC","Gorgon Egg",20
"Guardian Neku","S/A TEC","King Fog",20
"Guardian Neku","S/A TEC","Bio Plant",20
"Guardian Neku","S/A TEC","Dark Energy",20
"Guardian Neku","S/A TEC","Axe of Despair",20
"Guardian Neku","S/A TEC","Malevolent Nuzzler",20
"Guardian Neku","S/A TEC","Machine Conversion Factory",20
"Guardian Neku","S/A TEC","Yami",36
"Guardian Neku","S/A TEC","La Jinn the Mystical Genie",42
"Guardian Neku","S/A TEC","Giga-tech Wolf",20
"Guardian Neku","S/A TEC","Mechanicalchacer",20
"Guardian Neku","S/A TEC","Blocker",20
"Guardian Neku","S/A TEC","Tripwire Beast",20
"Guardian Neku","S/A TEC","The Immortal of Thunder",20
"Guardian Neku","S/A TEC","Skull Red Bird",20
"Guardian Neku","S/A TEC","Bean Soldier",20
"Guardian Neku","S/A TEC","Cannon Soldier",20
"Guardian Neku","S/A TEC","Pale Beast",20
"Guardian Neku","S/A TEC","Shining Friendship",20
"Guardian Neku","S/A TEC","Blue-winged Crown",20
"Guardian Neku","S/A TEC","Whiptail Crow",20
"Guardian Neku","S/A TEC","Cursebreaker",18
"Guardian Neku","S/A TEC","Bear Trap",20
"Guardian Neku","S/A TEC","Invisible Wire",20
"Guardian Neku","S/A TEC","Acid Trap Hole",20
"Guardian Neku","S/A TEC","Widespread Ruin",20
"Guardian Neku","S/A TEC","Bad Reaction to Simochi",36
"Guardian Neku","S/A TEC","Fake Trap",20
"Heishin 2","S/A TEC","Mystical Elf",26
"Heishin 2","S/A TEC","Right Arm of the Forbidden One",4
"Heishin 2","S/A TEC","Zombie Warrior",26
"Heishin 2","S/A TEC","Saggi the Dark Clown",26
"Heishin 2","S/A TEC","The Snake Hair",26
"Heishin 2","S/A TEC","Illusionist Faceless Mage",26
"Heishin 2","S/A TEC","Rogue Doll",26
"Heishin 2","S/A TEC","Giant Soldier of Stone",26
"Heishin 2","S/A TEC","Armored Zombie",26
"Heishin 2","S/A TEC","Dragon Zombie",26
"Heishin 2","S/A TEC","Clown Zombie",26
"Heishin 2","S/A TEC","Curtain of the Dark Ones",26
"Heishin 2","S/A TEC","Spirit of the Winds",26
"Heishin 2","S/A TEC","Graveyard and the Hand of Invitation",26
"Heishin 2","S/A TEC","White Magical Hat",26
"Heishin 2","S/A TEC","Kamion Wizard",26
"Heishin 2","S/A TEC","Nemuriko",26
"Heishin 2","S/A TEC","The 13th Grave",26
"Heishin 2","S/A TEC","Fiend's Hand",26
"Heishin 2","S/A TEC","Blue-eyed Silver Zombie",26
"Heishin 2","S/A TEC","Flame Manipulator",26
"Heishin 2","S/A TEC","Necrolancer the Timelord",26
"Heishin 2","S/A TEC","Djinn the Watcher of the Wind",26
"Heishin 2","S/A TEC","The Bewitching Phantom Thief",26
"Heishin 2","S/A TEC","Fire Reaper",26
"Heishin 2","S/A TEC","Hurricail",24
"Heishin 2","S/A TEC","Phantom Dewan",24
"Heishin 2","S/A TEC","Lucky Trinket",24
"Heishin 2","S/A TEC","Genin",24
"Heishin 2","S/A TEC","Akakieisu",24
"Heishin 2","S/A TEC","Phantom Ghost",24
"Heishin 2","S/A TEC","Aqua Madoor",24
"Heishin 2","S/A TEC","Flame Ghost",24
"Heishin 2","S/A TEC","Masked Sorcerer",24
"Heishin 2","S/A TEC","Wood Remains",24
"Heishin 2","S/A TEC","Haniwa",24
"Heishin 2","S/A TEC","Dissolverock",22
"Heishin 2","S/A TEC","Angelwitch",22
"Heishin 2","S/A TEC","Stone Armadiller",22
"Heishin 2","S/A TEC","Ancient Sorcerer",22
"Heishin 2","S/A TEC","Rock Ogre Grotto #2",22
"Heishin 2","S/A TEC","Sectarian of Secrets",22
"Heishin 2","S/A TEC","Dark Energy",24
"Heishin 2","S/A TEC","Horn of Light",24
"Heishin 2","S/A TEC","Dragon Treasure",24
"Heishin 2","S/A TEC","Stop Defense",1
"Heishin 2","S/A TEC","Malevolent Nuzzler",24
"Heishin 2","S/A TEC","Violet Crystal",24
"Heishin 2","S/A TEC","Book of Secret Arts",24
"Heishin 2","S/A TEC","Wasteland",48
"Heishin 2","S/A TEC","Dark Hole",48
"Heishin 2","S/A TEC","Raigeki",20
"Heishin 2","S/A TEC","Dian Keto the Cure Master",1
"Heishin 2","S/A TEC","Sparks",24
"Heishin 2","S/A TEC","Hinotama",24
"Heishin 2","S/A TEC","Final Flame",24
"Heishin 2","S/A TEC","Tremendous Fire",1
"Heishin 2","S/A TEC","Labyrinth Wall",22
"Heishin 2","S/A TEC","Shadow Ghoul",22
"Heishin 2","S/A TEC","Barrel Rock",46
"Heishin 2","S/A TEC","Stone Ghost",46
"Heishin 2","S/A TEC","Magical Ghost",24
"Heishin 2","S/A TEC","Prisman",46
"Heishin 2","S/A TEC","Spirit of the Mountain",10
"Heishin 2","S/A TEC","Gemini Elf",24
"Heishin 2","S/A TEC","Giant Turtle Who Feeds on Flames",10
"Heishin 2","S/A TEC","Violent Rain",46
"Heishin 2","S/A TEC","The Thing That Hides In the Mud",24
"Heishin 2","S/A TEC","Maiden of the Moonlight",24
"Heishin 2","S/A TEC","Stone Ogre Grotto",10
"Heishin 2","S/A TEC","Night Lizard",24
"Heishin 2","S/A TEC","Gruesome Goo",46
"Heishin 2","S/A TEC","Megamorph",2
"Heishin 2","S/A TEC","Crush Card",2
"Heishin 2","S/A TEC","Curse of Millennium Shield",24
"Heishin 2","S/A TEC","Harpie's Feather Duster",1
"Heishin 2","S/A TEC","Commencement Dance",24
"Heishin 2","S/A TEC","Eatgaboon",24
"Heishin 2","S/A TEC","Bear Trap",24
"Heishin 2","S/A TEC","Invisible Wire",24
"Heishin 2","S/A TEC","Widespread Ruin",20
"Heishin 2","S/A TEC","Goblin Fan",24
"Heishin 2","S/A TEC","Bad Reaction to Simochi",24
"Heishin 2","S/A TEC","Fake Trap",24
"Heishin 2","S/A TEC","Contruct of Mask",24
"Heishin 2","S/A TEC","Puppet Ritual",24
"Seto 3","S/A TEC","Feral Imp",16
"Seto 3","S/A TEC","Left Arm of the Forbidden One",2
"Seto 3","S/A TEC","Horn Imp",16
"Seto 3","S/A TEC","Sangan",12
"Seto 3","S/A TEC","Castle of Dark Illusions",20
"Seto 3","S/A TEC","Reaper of the Cards",20
"Seto 3","S/A TEC","Barox",20
"Seto 3","S/A TEC","Dark Chimera",20
"Seto 3","S/A TEC","Metal Guardian",20
"Seto 3","S/A TEC","Crass Clown",20
"Seto 3","S/A TEC","Job-Change Mirror",16
"Seto 3","S/A TEC","Trial of Nightmares",16
"Seto 3","S/A TEC","Witty Phantom",20
"Seto 3","S/A TEC","Mystery Hand",16
"Seto 3","S/A TEC","The Shadow Who Controls the Dark",16
"Seto 3","S/A TEC","Lord of the Lamp",20
"Seto 3","S/A TEC","Tainted Wisdom",20
"Seto 3","S/A TEC","Lord of Zemia",20
"Seto 3","S/A TEC","Dark King of the Abyss",20
"Seto 3","S/A TEC","Big Eye",20
"Seto 3","S/A TEC","Dark Prisoner",16
"Seto 3","S/A TEC","Ancient Brain",18
"Seto 3","S/A TEC","Claw Reacher",20
"Seto 3","S/A TEC","Dark Shade",20
"Seto 3","S/A TEC","Terra the Terrible",20
"Seto 3","S/A TEC","Mabarrel",20
"Seto 3","S/A TEC","Midnight Fiend",20
"Seto 3","S/A TEC","Madjinn Gunn",20
"Seto 3","S/A TEC","Dark Titan of Terror",20
"Seto 3","S/A TEC","The Drdek",20
"Seto 3","S/A TEC","Candle of Fate",20
"Seto 3","S/A TEC","Meda Bat",20
"Seto 3","S/A TEC","Embryonic Beast",20
"Seto 3","S/A TEC","Wicked Mirror",20
"Seto 3","S/A TEC","Versago the Destroyer",20
"Seto 3","S/A TEC","Megirus Light",20
"Seto 3","S/A TEC","Gorgon Egg",20
"Seto 3","S/A TEC","King Fog",20
"Seto 3","S/A TEC","Bio Plant",20
"Seto 3","S/A TEC","Sword of Dark Destruction",25
"Seto 3","S/A TEC","Dark Energy",25
"Seto 3","S/A TEC","Beast Fangs",25
"Seto 3","S/A TEC","Black Pendant",25
"Seto 3","S/A TEC","Horn of the Unicorn",25
"Seto 3","S/A TEC","Dragon Treasure",25
"Seto 3","S/A TEC","Invigoration",25
"Seto 3","S/A TEC","Power of Kaishin",25
"Seto 3","S/A TEC","Dragon Capture Jar",25
"Seto 3","S/A TEC","Dark Hole",25
"Seto 3","S/A TEC","Raigeki",25
"Seto 3","S/A TEC","Sparks",25
"Seto 3","S/A TEC","Hinotama",25
"Seto 3","S/A TEC","Final Flame",25
"Seto 3","S/A TEC","Spellbinding Circle",25
"Seto 3","S/A TEC","La Jinn the Mystical Genie",20
"Seto 3","S/A TEC","30,000-Year White Turtle",8
"Seto 3","S/A TEC","Yado Karu",24
"Seto 3","S/A TEC","The Bistro Butcher",24
"Seto 3","S/A TEC","Kamakiriman",24
"Seto 3","S/A TEC","Corroding Shark",40
"Seto 3","S/A TEC","Dark Elf",24
"Seto 3","S/A TEC","Mushroom Man #2",40
"Seto 3","S/A TEC","Invader from Another Dimension",40
"Seto 3","S/A TEC","Witch of the Black Forest",40
"Seto 3","S/A TEC","Key Mace #2",40
"Seto 3","S/A TEC","Amphibious Bugroth",10
"Seto 3","S/A TEC","Invader of the Throne",10
"Seto 3","S/A TEC","Hyosube",24
"Seto 3","S/A TEC","Whiptail Crow",20
"Seto 3","S/A TEC","Warrior Elimination",25
"Seto 3","S/A TEC","Eternal Rest",24
"Seto 3","S/A TEC","Crush Card",48
"Seto 3","S/A TEC","Curse of Millennium Shield",24
"Seto 3","S/A TEC","Yamadron Ritual",8
"Seto 3","S/A TEC","Bright Castle",24
"Seto 3","S/A TEC","Zera Ritual",8
"Seto 3","S/A TEC","Harpie's Feather Duster",24
"Seto 3","S/A TEC","War-lion Ritual",8
"Seto 3","S/A TEC","Beastry Mirror Ritual",8
"Seto 3","S/A TEC","Ultimate Dragon",16
"Seto 3","S/A TEC","Commencement Dance",8
"Seto 3","S/A TEC","Hamburger Recipe",8
"Seto 3","S/A TEC","Revival of Sennen Genjin",8
"Seto 3","S/A TEC","Novox's Prayer",24
"Seto 3","S/A TEC","Curse of Tri-Horned Dragon",8
"Seto 3","S/A TEC","Invisible Wire",24
"Seto 3","S/A TEC","Acid Trap Hole",48
"Seto 3","S/A TEC","Widespread Ruin",48
"Seto 3","S/A TEC","Goblin Fan",48
"Seto 3","S/A TEC","Bad Reaction to Simochi",48
"Seto 3","S/A TEC","Revived of Serpent Night Dragon",8
"Seto 3","S/A TEC","Turtle Oath",8
"Seto 3","S/A TEC","Contruct of Mask",8
